txn_id,date,merchant,amount,currency,status,category,account_id,notes
ac43dfe9-82d8-4455-aac0-93a655c4d803,10-05-2025,Shell Petrol,$395.32,usd,PENDING,Entertainment,A19,Refunded
a2c2b3d6-3b0d-4d0d-a54b-9f5cf83bc6ff,12-05-2025,Spotify,775.65,usd,PENDING,Other,A10,Duplicate?
1c3772b5-e260-4f49-9ae1-82b61820313a,2025/09/23,Shell Petrol,$4089.42,INR,failed,Entertainment,A11,SUSPICIOUS
a19baf58-731a-45f2-b747-4f0158fda98c,2025/06/05,Shell Petrol,3197.15,INR,success,Entertainment,A33,SUSPICIOUS
dc2e79ad-e913-4d48-ba41-24a7fecce914,2025/12/19,Ola,4492.44,INR,failed,Shopping,A40,Duplicate?
09204705-fcb2-4aaa-83e3-ac90d5e20a5c,10-05-2025,Ola,189.99,usd,Pending,,A31,
03475dac-475d-4a21-a4ba-f871cfa8a982,27-03-2025,Apple,2915.59,inr,success,Food,A24,Refunded
24417f9b-c528-41ed-abb6-0fd4a8c42425,08-07-2025,Apple,$2853.02,usd,failed,Utilities,A21,Refunded
abc527ad-601c-447e-90ae-4a2e3fa3c07b,02-02-2025,Netflix,1680.0,inr,SUCCESS,Transport,A10,SUSPICIOUS
b57d5c44-9f73-4cd8-b4cc-e5ae9e855639,21-05-2025,Zomato,$3075.03,INR,SUCCESS,Other,A5,Duplicate?
9fadb8cd-d546-49f9-8c84-826fb57e95a4,06-11-2025,IRCTC,266.49,inr,success,,A45,
297b4952-d790-46a7-b6b5-ea24be791e13,13-04-2025,IRCTC,4431.97,inr,FAILED,Other,A22,Refunded
ef5d4212-1a5c-44bd-a2c1-ccf37a12606c,2025/11/08,Shell Petrol,3248.01,USD,success,Cash Withdrawal,A42,Duplicate?
4deea012-11fc-4331-bd02-fba8017bd873,2025/04/06,Local Bakery,3069.19,usd,FAILED,Other,A41,Duplicate?
b3a041b0-eb55-4a81-87af-d381f5ba8e14,13-03-2025,Zomato,1896.64,INR,failed,Utilities,A29,Refunded
c40bc157-704d-42ec-89f9-773876ad2685,2025/10/15,Flipkart,3464.12,usd,failed,Other,A14,Refunded
738bdda3-b727-4504-b96c-60d6f75653b1,2025/07/20,Spotify,$4881.58,INR,success,Utilities,A20,Refunded
a0a30566-3d1c-4aa2-a411-163e3bbd31a8,2025/03/27,Amazon,3018.11,usd,SUCCESS,Utilities,A4,Duplicate?
634da53d-ce08-426f-aaec-56ccd10483ea,02-09-2025,IRCTC,4833.55,inr,Pending,Other,A23,SUSPICIOUS
ee28b96a-7b57-439b-a80c-291a03e1568b,19-08-2025,Google,710.53,USD,success,Entertainment,A16,Duplicate?
8e371557-815e-44cc-afe8-cf13632ba942,23-08-2025,Ola,1032.4,USD,Pending,Healthcare,A42,
dc520c50-8ec5-46f4-b5b4-618de7b10484,2025/04/13,IRCTC,2878.85,USD,failed,Food,A40,Duplicate?
,2025/04/19,Uber India,2562.6,inr,failed,Other,A11,SUSPICIOUS
5f9da741-18de-44d6-91eb-bb55124ea6a8,15-02-2025,Zomato,1327.95,USD,PENDING,Utilities,A49,Anomaly check
7c9eaeae-62b4-4696-b811-8b4a386753d8,2025/01/31,Uber India,1199.05,inr,success,Transport,A17,Anomaly check
f9a361d1-30ec-446a-bb43-df9ead228099,02-12-2025,Flipkart,22.3,usd,FAILED,Food,A43,Anomaly check
f332f277-646e-4673-b5c6-faf233a14bb0,04-08-2025,Amazon,575.57,INR,SUCCESS,Other,A36,Refunded
,2025/07/20,Apple,1980.25,INR,failed,Shopping,A2,Anomaly check
c2a30be4-aa16-4749-afe0-1f5e02d809f5,2025/09/08,Apple,$4250.03,usd,failed,Travel,A1,Refunded
22869baa-0287-4c51-b5d4-25f7d35a7be3,2025/09/10,Local Bakery,$3182.38,INR,SUCCESS,,A39,
a7a2da3d-c375-4540-90ad-ae2f992f71b4,08-03-2025,Ola,$4279.45,USD,SUCCESS,Utilities,A45,SUSPICIOUS
4a58004e-8e8b-47eb-bac9-29cef44eb32b,21-08-2025,Spotify,1263.53,usd,failed,Transport,A49,Anomaly check
7ec6a265-84fc-4814-8c56-99c5e6fe52d1,21-01-2025,Ola,509.47,inr,success,Shopping,A20,Duplicate?
ba778986-1592-4074-90e1-48a432b9b60d,2025/10/02,Spotify,862.83,inr,failed,Transport,A8,SUSPICIOUS
410385fc-2426-4947-aac9-720b7db81eb1,30-06-2025,Zomato,1303.91,usd,success,,A29,Duplicate?
410385fc-2426-4947-aac9-720b7db81eb1,30-06-2025,Zomato,1303.91,usd,success,,A29,Duplicate?
50f1e9b4-5539-47fd-b095-24f595ce9bfa,2025/05/25,Zomato,941.72,INR,PENDING,Other,A37,Refunded
e333ee8f-c565-49fc-bf3c-0f2971a06a75,2025/01/01,Google,707.79,usd,success,,A29,Anomaly check
2574e2ef-5fe6-4f52-b554-d7131cad0d36,2025/02/19,Google,2843.81,INR,success,Utilities,A6,Duplicate?
35c4a83a-e422-4cde-a570-2e4284b08e47,2025/04/15,Zomato,127.09,inr,PENDING,Utilities,A12,Anomaly check
6eba651d-f7ff-4262-8b1f-c7dd857c66b6,30-06-2025,Spotify,1521.15,inr,success,,A5,SUSPICIOUS
72119ca4-8dc0-48d8-af3e-4ac84a301293,02-10-2025,Flipkart,$953.37,INR,failed,Travel,A21,Anomaly check
c2d0a258-38f4-49b2-a271-cf14c396e5c2,19-03-2025,IRCTC,$388.45,inr,PENDING,Other,A31,Duplicate?
,2025/04/17,Amazon,2451.13,usd,success,Food,A26,Duplicate?
4ff4fa46-dfbe-41b0-9053-11e8bf405fac,29-05-2025,Local Bakery,1951.44,usd,Pending,,A39,Duplicate?
193a6ba4-9a3e-44e4-8bd1-3a0897e30da2,2025/03/14,Flipkart,2819.76,USD,FAILED,Shopping,A45,Anomaly check
1c4688ef-6034-401d-8449-08fa34d075eb,09-08-2025,Apple,1923.8,inr,SUCCESS,Cash Withdrawal,A21,Duplicate?
48e04564-4c00-4dc5-9583-55bafb0ce94e,23-11-2025,Uber India,964.05,USD,success,,A45,
29350ef3-177b-43be-9882-a78c3b0c7d47,2025/09/05,Google,4835.57,usd,SUCCESS,Cash Withdrawal,A24,Duplicate?
ddfee62b-f1ea-4487-b174-6dec99b69ef8,2025/08/31,Local Bakery,2959.63,inr,PENDING,Utilities,A31,Duplicate?
44125dc3-e966-4cda-9e1c-5871e4c1ae0d,2025/02/20,Google,3457.83,usd,success,Utilities,A41,Duplicate?
f606e163-4ab4-4f20-a0f3-eafe11f8a7f0,2025/03/24,Flipkart,2441.19,INR,SUCCESS,Transport,A8,Duplicate?
fb29704f-f5fd-4c96-ae19-6f1c4a429e6a,23-04-2025,Shell Petrol,789.73,INR,Pending,Other,A48,Refunded
ba215b2c-b1f8-4e48-8ef5-cc9e35c386c4,01-10-2025,Apple,2642.24,inr,failed,Transport,A11,Duplicate?
08ce802f-0c26-4dbe-bf80-06f079daccc8,2025/04/10,Flipkart,3142.54,inr,SUCCESS,Entertainment,A31,Refunded
cf49245d-5ae8-4227-b5a7-a4b2e6a486ea,2025/04/29,Shell Petrol,682.56,USD,SUCCESS,Transport,A10,SUSPICIOUS
4ad92400-4c33-4b29-9cb9-66bdae2ba37e,02-06-2025,Local Bakery,532.56,usd,success,Food,A19,SUSPICIOUS
07247e4b-5c3e-46ac-b3fd-8de3a00fad10,11-04-2025,Local Bakery,2302.08,inr,SUCCESS,Travel,A43,SUSPICIOUS
1b9c3e4d-cf43-4900-a2d0-31ef360482d9,08-08-2025,Spotify,3284.48,usd,PENDING,Other,A49,SUSPICIOUS
b70d6e0a-8d1e-4111-9e81-0e9d018240f4,2025/06/08,Shell Petrol,812.11,inr,success,Utilities,A19,Anomaly check
2722ed8b-e17a-4232-a6f0-c1f52a6e866e,04-09-2025,Netflix,892.25,inr,Pending,,A30,Anomaly check
4d5b5963-6b8e-40a5-89f6-01aa292f32a9,17-09-2025,Google,$2175.39,USD,SUCCESS,Food,A8,Duplicate?
9319e150-7061-4dcf-b9fc-ca4d4147ba6f,29-07-2025,Ola,2115.51,USD,FAILED,Food,A36,Refunded
5de0bd23-2b50-4ede-b895-227e27c96517,2025/08/26,Ola,1858.75,usd,success,Travel,A45,Anomaly check
8a9c226d-a7f2-4cc3-8337-30e698efe108,2025/08/27,Ola,3910.26,usd,failed,Cash Withdrawal,A14,Refunded
5775f40e-bd68-400b-886f-023ca4eba6c1,23-11-2025,Swiggy,3433.59,INR,PENDING,Shopping,A10,Duplicate?
59596f1c-2542-41b0-804e-1e2b2f91c250,2025/05/25,Netflix,3847.08,INR,SUCCESS,Food,A28,SUSPICIOUS
87a0d94b-a08d-4f11-a5c2-f0723024a189,20-05-2025,Flipkart,3949.34,inr,FAILED,Other,A14,Refunded
f34f0584-878f-485e-ab48-ef4e7f209034,15-05-2025,Google,421.88,INR,SUCCESS,Healthcare,A12,Anomaly check
f7c0d8c9-73c7-477a-8899-574212aa927e,07-07-2025,IRCTC,4114.19,USD,SUCCESS,Shopping,A23,Refunded
7815eb66-67d9-4c70-ad17-0cf42b88b91a,2025/11/03,Apple,3036.98,usd,success,Travel,A45,SUSPICIOUS
017a1646-b384-45ca-a2d3-bd6f608a5d23,2025/05/27,Swiggy,4657.89,inr,Pending,,A18,Duplicate?
34bc681a-f3e6-431c-aba0-ba2406804603,19-04-2025,Local Bakery,53.49,usd,FAILED,Travel,A27,SUSPICIOUS
471d71e2-c120-4563-848e-65b93fb6c3f1,2025/03/25,Uber India,3389.08,INR,SUCCESS,Cash Withdrawal,A42,SUSPICIOUS
9472f157-fde6-4c1a-84cd-dea5455adb38,2025/08/27,Apple,2480.14,inr,success,,A31,Duplicate?
0bace80f-624b-45b2-b50e-b63464f66287,2025/04/17,Swiggy,2580.93,INR,PENDING,Entertainment,A9,Duplicate?
5547fadd-fcaa-4ec2-b787-b1fd929444f0,01-01-2026,Amazon,602.24,INR,Pending,,A7,Anomaly check
c6c38e70-321b-4e69-a811-a040adf7b2ff,05-10-2025,Flipkart,$535.79,USD,PENDING,Cash Withdrawal,A48,Duplicate?
f09a5543-f7ac-49b4-b6a5-6f8a5f14f855,18-12-2025,Ola,1086.96,INR,FAILED,Other,A41,Refunded
63c6b4ce-ea87-4345-b4d2-839f109efab8,17-05-2025,Google,295.3,USD,SUCCESS,Other,A49,
,30-04-2025,Local Bakery,4019.63,INR,FAILED,Shopping,A35,Refunded
2a4abe5a-7c33-45de-828c-00410fcb7b9c,2025/08/05,Google,4143.59,usd,SUCCESS,,A1,
e1800659-5b96-47d3-b36a-e5a763838f65,2025/02/18,Shell Petrol,4572.38,INR,PENDING,Food,A36,Duplicate?
d1368000-14dc-406d-814a-d32887b1b173,04-07-2025,IRCTC,2208.84,inr,success,Travel,A39,Duplicate?
2b6c354a-f3f5-40af-aa58-6ba8c5a3e633,2025/06/23,IRCTC,4537.1,usd,FAILED,Other,A24,SUSPICIOUS
eff5cda3-fd4a-45ad-ba0b-fdb2fd10dfc4,19-05-2025,Zomato,1490.99,USD,failed,Shopping,A23,Refunded
75dca5b8-f3cc-4b48-bc19-92cfcd819189,12-05-2025,IRCTC,$1095.1,INR,PENDING,Food,A21,
41a3cf50-516e-4110-ae88-79a5e73c99da,10-02-2025,Swiggy,$3115.74,INR,success,Other,A1,SUSPICIOUS
9a4f5591-62d8-4483-b6e4-b590f8250f2d,17-01-2025,Netflix,4948.72,INR,PENDING,Travel,A36,
,2025/07/05,Flipkart,$3874.92,INR,failed,Entertainment,A27,
76816796-6a5b-4373-8756-cac414935b79,2025/04/12,IRCTC,$1682.21,USD,FAILED,Entertainment,A45,SUSPICIOUS
9141714e-ed9e-49d3-a42d-c7bef6b419fa,2025/08/09,Google,921.64,INR,FAILED,Other,A34,Refunded
6b9ca9b3-72f0-4b57-81e3-49651dc72b49,2025/07/07,Zomato,1196.16,USD,PENDING,Utilities,A49,SUSPICIOUS
,2025/01/23,Ola,$85.12,inr,Pending,Travel,A48,SUSPICIOUS
b1dd30f3-a340-4354-9640-357dac4dfd51,24-08-2025,Spotify,750.68,usd,success,Shopping,A1,Refunded
7d693cf7-6b94-43c2-9f89-31122815dddf,12-02-2025,Uber India,2617.75,usd,FAILED,Transport,A16,
6b77a4e9-c163-479e-b7de-5baf9cb53a6d,05-10-2025,Local Bakery,2752.83,INR,SUCCESS,Travel,A13,SUSPICIOUS
,2025/10/04,Shell Petrol,4139.4,inr,failed,Utilities,A2,
d35c3aa7-0ecc-4efd-8418-07c17f65515c,2025/03/15,Uber India,3912.83,USD,FAILED,Cash Withdrawal,A11,
55db79e7-dc6c-4a30-9ec4-0cb9e9a844e5,2025/08/23,Ola,2246.48,USD,failed,Healthcare,A27,Refunded
6539c43b-c0e8-4d9e-8382-ac414271b928,2025/03/11,Zomato,2690.46,USD,failed,Cash Withdrawal,A30,SUSPICIOUS
1ea84337-48c1-4b9a-8746-a0bd02f8ff83,14-03-2025,Ola,4680.02,INR,FAILED,Healthcare,A38,Refunded
710c9c39-6abc-46bc-86f6-487f3b966f5f,2025/09/16,IRCTC,1418.94,INR,failed,Entertainment,A37,Anomaly check
8504d030-e5a5-4914-a323-bd4d4456b21e,2025/12/22,Flipkart,$1025.56,inr,success,Transport,A43,Anomaly check
512087b0-8440-4f93-bcf6-b905c30eb050,2025/09/11,Spotify,4359.34,USD,SUCCESS,Travel,A13,SUSPICIOUS
a888777b-5b66-426d-8f0b-64a35787d9b7,22-08-2025,Ola,4531.66,USD,SUCCESS,Travel,A20,Anomaly check
593d2ed2-0af7-4837-a4ca-e7da809f0eeb,2025/01/19,Spotify,2203.31,inr,SUCCESS,,A45,SUSPICIOUS
44ae0680-2c60-4956-b3a3-971165bd8e19,10-09-2025,Local Bakery,2222.51,USD,SUCCESS,Travel,A28,Anomaly check
5575f0bd-55d2-4470-84c3-b9b50d24a29c,2025/11/13,IRCTC,3987.7,usd,success,Food,A6,Anomaly check
36a11d5b-ad79-447f-add8-69e0b43cdc11,2025/06/30,Spotify,$1783.34,inr,Pending,Healthcare,A48,Duplicate?
f2e8d570-d814-4c30-993d-bd03848edfdd,09-12-2025,Apple,4757.96,usd,success,Healthcare,A23,SUSPICIOUS
e97641b6-2132-4dc8-bb25-9c72c0e8988b,01-01-2025,Spotify,2749.95,inr,SUCCESS,Entertainment,A33,Anomaly check
6fdcbfd4-5c82-4040-b6da-98c62172a3af,2025/03/12,Local Bakery,686.69,USD,SUCCESS,Food,A40,Anomaly check
b004e864-8dc5-43b2-879e-82721c35fb70,11-06-2025,Ola,$3170.98,INR,PENDING,Cash Withdrawal,A48,Anomaly check
337694a6-e0f0-4183-b37f-4bcdd9d2cc00,18-04-2025,Ola,1199.62,USD,failed,Healthcare,A29,
ee11a35f-e6d2-456b-a1b8-347976433482,2025/09/21,IRCTC,1636.96,USD,FAILED,Entertainment,A37,Anomaly check
dfd7634c-8d07-4817-b3bc-d4489c44c76a,25-04-2025,Local Bakery,80.36,INR,PENDING,Cash Withdrawal,A8,Refunded
e8430647-cb9b-4de5-888a-93a955c75e90,12-02-2025,Shell Petrol,1338.31,usd,success,Cash Withdrawal,A11,
a70ca99a-c55f-4267-8d11-128d434c7124,29-09-2025,Spotify,2608.94,INR,success,Shopping,A32,Duplicate?
a269f938-705e-41ae-9f2b-514d4afe22f1,2025/08/17,Netflix,2000.67,usd,success,Travel,A19,Refunded
2e241def-6a1b-47a3-ae1d-cb42c4c53ebb,24-07-2025,Netflix,2083.75,usd,SUCCESS,Utilities,A36,Anomaly check
610c832b-63a5-432b-8c79-6ff46e395157,2025/05/09,Uber India,838.67,usd,Pending,Cash Withdrawal,A42,SUSPICIOUS
959098d2-86f1-4b28-8475-d7c0a9482116,06-06-2025,Spotify,4495.61,INR,failed,Travel,A45,Anomaly check
ea9aaef2-4862-4f2e-8122-c65fd77cc30f,26-09-2025,Google,2767.31,INR,FAILED,Travel,A4,Refunded
,2025/10/21,Flipkart,2247.24,inr,success,Food,A38,Anomaly check
f88b52c1-7488-4e24-95ce-7b57b6e4b0d3,18-04-2025,Shell Petrol,3739.57,USD,Pending,Entertainment,A46,Anomaly check
,13-09-2025,Ola,4409.07,inr,failed,Travel,A37,Anomaly check
d0dcab29-b011-4015-b322-563d9909e4bf,2025/02/13,Netflix,$3439.44,INR,Pending,,A10,
be4dacf5-9e09-4f61-bcd6-3c026e42582b,30-01-2025,Swiggy,4948.93,inr,FAILED,Cash Withdrawal,A14,Duplicate?
1729ef17-9c1c-46d0-b9b9-16beffcd46e2,2025/05/20,IRCTC,4068.86,INR,FAILED,Cash Withdrawal,A30,Anomaly check
b58017b5-ed23-4c64-bf3c-e341850dc1e6,2025/04/23,Flipkart,4551.6,USD,failed,Utilities,A33,Anomaly check
4868e2c0-3a9d-4495-a7c3-ef08a903d8a0,2025/01/13,Netflix,2444.86,inr,Pending,,A31,Anomaly check
a85df4b6-5e73-4b0f-bc2e-360a2e800ca7,09-11-2025,Swiggy,1241.1,USD,PENDING,Utilities,A38,Duplicate?
a1f4200a-0bec-47b2-827a-5bf3e2851c3e,2025/10/09,Spotify,2851.64,usd,Pending,Healthcare,A1,Refunded
adb604ff-0464-4ea5-a0c1-4e6f7dc5e9e3,2025/03/04,Local Bakery,886.11,INR,FAILED,Travel,A26,
57696cf0-95ef-4f36-b26b-4a75dbac6b70,14-09-2025,Apple,937.5,USD,Pending,Healthcare,A44,SUSPICIOUS
e970c61d-fe69-4bc5-95b9-8ef47ca5a037,07-06-2025,Apple,$4398.94,inr,Pending,Utilities,A4,
36935b26-fdf4-4452-a935-9f1844013b2f,24-04-2025,Local Bakery,2531.55,INR,SUCCESS,Travel,A20,
fd147573-ba1e-48f5-956e-9e75369fe351,25-10-2025,Google,2633.49,USD,FAILED,,A10,Refunded
8d38879a-55bc-4d3a-91f7-db169c742d2d,2025/04/02,Ola,3117.99,usd,success,Healthcare,A22,
035c3c73-02a5-4138-891f-e300817c4789,2025/02/25,Amazon,2557.83,INR,success,Transport,A49,SUSPICIOUS
81fd6943-9680-4251-a730-848f48efac45,2025/10/23,Amazon,1050.03,inr,success,Transport,A3,Refunded
50d298ca-a7fc-42c3-b81c-b88bf4e67eb5,06-01-2025,Google,$4142.07,USD,FAILED,Travel,A47,Anomaly check
44348e7b-ec5c-4dd6-ad37-992eb4ccef76,2025/04/28,Google,2903.25,INR,Pending,Transport,A6,Anomaly check
3f54bc7d-746d-4733-bd35-10c46490320b,2025/08/21,Netflix,3993.52,USD,success,Healthcare,A6,Anomaly check
3f54bc7d-746d-4733-bd35-10c46490320b,2025/08/21,Netflix,3993.52,USD,success,Healthcare,A6,Anomaly check
a78de11f-d2b2-4df6-a2f3-9b32b333253b,24-06-2025,IRCTC,701.07,inr,FAILED,Transport,A43,Anomaly check
97a0e348-8b3a-41ea-b665-ad8800da1f76,25-06-2025,Uber India,2498.18,INR,FAILED,Food,A20,Refunded
4ffbe35b-3659-4d29-99de-e6b28cb9bce1,25-03-2025,Google,4583.8,usd,FAILED,Healthcare,A1,Anomaly check
1fbb4252-8dde-467c-b863-35dec9740424,2025/01/28,Amazon,3798.47,INR,PENDING,Other,A31,
9dedf943-d063-43d6-9453-d63a7234b082,01-09-2025,IRCTC,$700.68,usd,success,Healthcare,A2,Refunded
0658eade-5420-4b3f-9348-74de21b2adfa,2025/07/08,IRCTC,3179.95,usd,SUCCESS,,A34,
5e790fe2-ff96-4615-838b-4e09308224cf,2025/02/17,Flipkart,4312.0,inr,FAILED,Entertainment,A2,Anomaly check
ec5c81fb-e5c0-4cd4-a7bb-7a7c5df00b70,2025/05/01,Uber India,$2168.98,inr,failed,,A34,
f1c067e4-262b-4869-86ee-c07f09536e4d,14-08-2025,Spotify,2429.2,inr,SUCCESS,,A49,Duplicate?
89577c1f-62f5-4250-9474-5c6c615a977b,2025/04/30,Ola,$1931.75,USD,Pending,Food,A40,Refunded
,14-02-2025,IRCTC,1634.32,inr,Pending,,A47,
83ed5c30-7c85-4e90-a27b-3a1a946d7a37,20-03-2025,Local Bakery,1249.38,inr,PENDING,Food,A29,
1da88659-a10a-4884-97fa-49a4665f2cfb,29-07-2025,Local Bakery,2999.42,INR,failed,Cash Withdrawal,A1,SUSPICIOUS
114b8303-83c6-4288-ac3a-628dc55977fa,11-05-2025,Ola,4135.99,INR,failed,,A15,SUSPICIOUS
114b8303-83c6-4288-ac3a-628dc55977fa,11-05-2025,Ola,4135.99,INR,failed,,A15,SUSPICIOUS
7dbdf874-7397-4d13-b858-8a5c921a9366,16-08-2025,Google,$4360.2,USD,FAILED,Travel,A30,Anomaly check
eb83ea51-ad17-407b-9b11-638fe0f8e712,2025/11/21,Uber India,3635.42,inr,Pending,,A11,
,2025/05/08,Swiggy,1520.11,inr,PENDING,Healthcare,A39,Refunded
,2025/05/08,Swiggy,1520.11,inr,PENDING,Healthcare,A39,Refunded
,2025/08/25,Amazon,2784.81,INR,SUCCESS,Healthcare,A37,
9c211b23-21c5-4597-8db2-049064ad68bc,2025/10/30,Spotify,$4552.47,USD,FAILED,Healthcare,A19,Anomaly check
,2025/01/05,Netflix,2506.05,inr,FAILED,Cash Withdrawal,A7,SUSPICIOUS
18f1f172-b161-4ff3-bb13-7cf3b309b306,2025/06/15,Local Bakery,3811.51,usd,success,Entertainment,A31,Duplicate?
6fbc9081-5a8c-4aa1-a541-47a8aa83fd7b,2025/12/15,Shell Petrol,4056.35,INR,SUCCESS,Food,A9,
e46b828a-6e0c-4da9-9c7d-a0e72d664a70,2025/05/07,Apple,401.88,INR,Pending,Entertainment,A1,Duplicate?
fc58c24c-697a-41a0-8265-78d8f76c901f,04-10-2025,Spotify,4617.61,inr,PENDING,Utilities,A4,Duplicate?
,27-01-2025,Shell Petrol,3770.2,inr,PENDING,Cash Withdrawal,A25,Anomaly check
27f8fd3c-9c77-4740-abaf-e596ccafb504,05-06-2025,Ola,1575.27,usd,FAILED,,A25,Anomaly check
f37ff959-eb8a-4782-9ae5-6c244394e519,10-07-2025,Ola,579.42,inr,SUCCESS,Food,A1,
e2a72922-366f-4a10-bc87-cad7069b56c0,14-11-2025,Flipkart,693.24,usd,success,Cash Withdrawal,A37,Refunded
1703759a-1246-4131-b644-93c7f0e442f9,24-03-2025,Spotify,$213.71,INR,failed,Other,A13,SUSPICIOUS
3ac9fc5c-7042-44a8-84ea-1a3b3f382de6,2025/05/11,Flipkart,1087.7,inr,Pending,Food,A24,SUSPICIOUS
3429c13a-16f8-45f9-bc01-ba764978bddc,01-08-2025,Spotify,3045.96,USD,FAILED,,A15,Duplicate?
4e8c0be1-3ced-429d-a855-e18bf0faaa09,25-06-2025,Uber India,4213.6,inr,failed,Healthcare,A15,SUSPICIOUS
3a773343-6522-4353-a6f0-06e202e25889,10-02-2025,Netflix,1726.95,inr,SUCCESS,Entertainment,A50,SUSPICIOUS
be28c652-4b16-426d-958b-9f79d875b0e8,04-08-2025,Ola,1973.05,usd,Pending,Healthcare,A23,Anomaly check
44aed346-e278-4fc7-92a9-5c5ef0f0b350,2025/06/28,Apple,2727.44,INR,success,Healthcare,A35,Refunded
b7d2cfd2-f6c5-471d-9437-a12768a87f2e,02-06-2025,Ola,3732.45,USD,PENDING,Transport,A42,Duplicate?
cd730c7c-27b9-4dfd-b366-e31c9cb9e6f5,2025/11/28,Zomato,741.84,INR,Pending,Shopping,A9,Anomaly check
fef79ff2-92fd-4ef6-8695-692227b7874d,2025/05/03,Zomato,4315.97,INR,success,Other,A50,Refunded
8b6c2382-8cbd-487a-958c-0700515da6df,2025/03/05,Swiggy,719.28,USD,SUCCESS,,A41,
7ffe206f-6789-4fde-bd91-61d5a87298c9,08-12-2025,Shell Petrol,$3775.58,inr,failed,Utilities,A19,Anomaly check
de4d0e5f-f0c6-4236-b002-be639d0264fc,2025/11/16,Swiggy,1194.21,USD,failed,Transport,A1,Refunded
01375f85-d1b9-4aac-9483-49c4716c4a53,2025/08/16,Amazon,462.23,inr,SUCCESS,Entertainment,A18,Anomaly check
01375f85-d1b9-4aac-9483-49c4716c4a53,2025/08/16,Amazon,462.23,inr,SUCCESS,Entertainment,A18,Anomaly check
144893d1-70ae-4973-a92e-8a0308fd0acb,03-11-2025,Amazon,992.25,usd,success,Food,A31,
e2b88e6c-7340-40cc-a95b-ad9128f0283e,09-06-2025,Apple,1378.03,usd,failed,,A22,SUSPICIOUS
,25-04-2025,Netflix,4740.77,inr,Pending,Cash Withdrawal,A17,Anomaly check
500d21a2-3c98-4958-9f07-692090d286a0,23-06-2025,Apple,4351.28,INR,SUCCESS,Food,A13,
4345792e-d05d-4469-8e37-25e980cebce6,28-06-2025,Swiggy,537.6,usd,FAILED,Transport,A28,Anomaly check
fce495a4-a9a7-4df8-9f56-21a9ea0368bd,2025/02/08,Google,2523.87,INR,success,,A50,Duplicate?
7722531d-a949-425d-9052-3f970d20cdea,2025/01/22,IRCTC,$1669.12,INR,PENDING,Food,A41,Anomaly check
5e31b5e2-46c9-425c-87d8-2341e1c405f3,2025/01/04,Amazon,4057.58,inr,Pending,Entertainment,A23,SUSPICIOUS
,2025/12/15,Netflix,3439.45,USD,FAILED,Healthcare,A46,Duplicate?
50393d93-f3a0-4636-9bc4-4e9558fadaf1,2025/06/26,Apple,1022.78,INR,SUCCESS,Travel,A13,SUSPICIOUS
d8cb51f4-db96-43b2-b80f-5e2975b2de94,07-03-2025,Apple,$673.93,INR,failed,Other,A44,Duplicate?
08eec59c-e153-4c82-a415-876be0784ed9,2025/09/09,Netflix,$2444.8,INR,SUCCESS,Shopping,A17,Anomaly check
95e91696-1669-4087-ab84-c5182fe51cf5,2025/11/14,Apple,3043.69,usd,Pending,Transport,A10,SUSPICIOUS
b4932701-e986-46f9-b992-0cf062f91050,11-08-2025,Ola,$2602.09,INR,failed,,A3,SUSPICIOUS
3187b626-eb69-4e5c-8eb4-7690a724e4e3,2025/08/09,Zomato,$2433.27,USD,PENDING,Transport,A4,
ecbeb90e-f610-488c-b78b-367f7876782f,01-10-2025,Uber India,$172.92,inr,PENDING,Entertainment,A4,
,2025/05/10,Flipkart,4458.05,USD,SUCCESS,Transport,A45,Duplicate?
76b38ce2-7022-4086-9ef4-b8fdf30de74e,12-01-2025,IRCTC,2293.1,INR,PENDING,Cash Withdrawal,A36,Refunded
4c07f2b2-3c81-407a-9409-46d353277010,05-08-2025,IRCTC,2186.34,inr,PENDING,Food,A36,Duplicate?
2bfb9674-5543-4425-9de6-edf3fb3eaa7d,26-04-2025,Shell Petrol,4620.55,USD,success,Travel,A23,Anomaly check
,2025/10/15,Spotify,2154.92,usd,SUCCESS,Shopping,A11,Anomaly check
83c37c15-efad-4e26-bce6-a56cc2048f0b,2025/03/11,Google,$4817.9,inr,SUCCESS,Food,A42,Refunded
b6673809-4d5f-4467-aedc-bdc56920110b,2025/01/13,Netflix,1312.2,inr,PENDING,Entertainment,A50,
5235c94b-de16-4df5-b9fc-cf5ec6a62632,30-06-2025,Swiggy,$2448.39,inr,PENDING,Healthcare,A5,SUSPICIOUS
e4c8af88-ea1d-4106-89f0-d9e988f97980,2025/02/16,Local Bakery,34116.51,USD,success,Entertainment,A35,Anomaly check
fa6272c5-5451-49a6-8fc4-361f92bed7ea,27-08-2025,Zomato,$352.45,usd,failed,Healthcare,A28,Anomaly check
4b2c7d09-e2ce-4bd6-9984-b1eac81e095e,2025/06/28,Apple,4951.56,inr,success,Transport,A3,Duplicate?
4defba03-e02a-463a-b281-0ac1c4a15239,24-04-2025,Uber India,3293.42,usd,FAILED,Entertainment,A32,Refunded
9f430e31-28b2-4bd3-9066-ce75b87693c0,2025/12/26,Flipkart,1627.01,INR,success,Shopping,A48,Duplicate?
80485fa8-cdcc-4057-98b9-d5bddc9413ef,13-10-2025,IRCTC,$3309.67,USD,failed,Cash Withdrawal,A1,
